2020/03/18|London|      953
2020/03/18|South East|      285
2020/03/18|South West|      117
2020/03/18|East of England|      128
2020/03/18|Midlands|      234
2020/03/18|North East and Yorkshire|      168
2020/03/18|North West|      180
