2020/03/16|London|      480
2020/03/16|South East|      173
2020/03/16|South West|       77
2020/03/16|East of England|       81
2020/03/16|Midlands|      129
2020/03/16|North East and Yorkshire|       86
2020/03/16|North West|       83
