2020/03/17|London|      621
2020/03/17|South East|      241
2020/03/17|South West|       95
2020/03/17|East of England|       93
2020/03/17|Midlands|      140
2020/03/17|North East and Yorkshire|       74
2020/03/17|North West|      157
