2020/03/21|Hartlepool|        2
2020/03/21|Middlesbrough|        1
2020/03/21|Redcar and Cleveland|        3
2020/03/21|Stockton-on-Tees|       10
2020/03/21|Darlington|        3
2020/03/21|Halton|        7
2020/03/21|Warrington|        4
2020/03/21|Blackburn with Darwen|        1
2020/03/21|Blackpool|        5
2020/03/21|Kingston upon Hull, City of|        1
2020/03/21|East Riding of Yorkshire|       15
2020/03/21|North East Lincolnshire|        0
2020/03/21|North Lincolnshire|        2
2020/03/21|York|        8
2020/03/21|Derby|       18
2020/03/21|Leicester|       14
2020/03/21|Rutland|        0
2020/03/21|Nottingham|       22
2020/03/21|Herefordshire, County of|        7
2020/03/21|Telford and Wrekin|        0
2020/03/21|Stoke-on-Trent|        2
2020/03/21|Bath and North East Somerset|       11
2020/03/21|Bristol, City of|       20
2020/03/21|North Somerset|        5
2020/03/21|South Gloucestershire|       14
2020/03/21|Plymouth|       11
2020/03/21|Torbay|       10
2020/03/21|Swindon|        5
2020/03/21|Peterborough|        2
2020/03/21|Luton|        5
2020/03/21|Southend-on-Sea|        8
2020/03/21|Thurrock|        8
2020/03/21|Medway|       11
2020/03/21|Bracknell Forest|        3
2020/03/21|West Berkshire|        7
2020/03/21|Reading|        7
2020/03/21|Slough|       21
2020/03/21|Windsor and Maidenhead|       13
2020/03/21|Wokingham|       13
2020/03/21|Milton Keynes|        7
2020/03/21|Brighton and Hove|       17
2020/03/21|Portsmouth|       22
2020/03/21|Southampton|        8
2020/03/21|Isle of Wight|        2
2020/03/21|County Durham|       11
2020/03/21|Cheshire East|       11
2020/03/21|Cheshire West and Chester|       10
2020/03/21|Shropshire|        3
2020/03/21|Cornwall and Isles of Scilly|       20
2020/03/21|Wiltshire|       20
2020/03/21|Bedford|        4
2020/03/21|Central Bedfordshire|       11
2020/03/21|Northumberland|       10
2020/03/21|Bournemouth, Christchurch and Poole|       11
2020/03/21|Dorset|        8
2020/03/21|Bolton|       15
2020/03/21|Bury|       11
2020/03/21|Manchester|       28
2020/03/21|Oldham|       15
2020/03/21|Rochdale|       13
2020/03/21|Salford|       12
2020/03/21|Stockport|       24
2020/03/21|Tameside|       21
2020/03/21|Trafford|       19
2020/03/21|Wigan|        9
2020/03/21|Knowsley|        4
2020/03/21|Liverpool|       18
2020/03/21|St. Helens|        3
2020/03/21|Sefton|        7
2020/03/21|Wirral|       10
2020/03/21|Barnsley|        7
2020/03/21|Doncaster|        5
2020/03/21|Rotherham|        6
2020/03/21|Sheffield|       61
2020/03/21|Newcastle upon Tyne|       28
2020/03/21|North Tyneside|       17
2020/03/21|South Tyneside|        5
2020/03/21|Sunderland|       11
2020/03/21|Birmingham|       75
2020/03/21|Coventry|        9
2020/03/21|Dudley|       19
2020/03/21|Sandwell|       15
2020/03/21|Solihull|        4
2020/03/21|Walsall|       28
2020/03/21|Wolverhampton|       45
2020/03/21|Bradford|       10
2020/03/21|Calderdale|        5
2020/03/21|Kirklees|        8
2020/03/21|Leeds|       20
2020/03/21|Wakefield|        8
2020/03/21|Gateshead|        2
2020/03/21|Barking and Dagenham|       30
2020/03/21|Barnet|       81
2020/03/21|Bexley|       37
2020/03/21|Brent|      108
2020/03/21|Bromley|       63
2020/03/21|Camden|       51
2020/03/21|Croydon|       81
2020/03/21|Ealing|       80
2020/03/21|Enfield|       54
2020/03/21|Greenwich|       54
2020/03/21|Hackney and City of London|       52
2020/03/21|Hammersmith and Fulham|       45
2020/03/21|Haringey|       51
2020/03/21|Harrow|       89
2020/03/21|Havering|       30
2020/03/21|Hillingdon|       50
2020/03/21|Hounslow|       52
2020/03/21|Islington|       48
2020/03/21|Kensington and Chelsea|       75
2020/03/21|Kingston upon Thames|       22
2020/03/21|Lambeth|      118
2020/03/21|Lewisham|       60
2020/03/21|Merton|       56
2020/03/21|Newham|       51
2020/03/21|Redbridge|       42
2020/03/21|Richmond upon Thames|       22
2020/03/21|Southwark|      134
2020/03/21|Sutton|       23
2020/03/21|Tower Hamlets|       51
2020/03/21|Waltham Forest|       38
2020/03/21|Wandsworth|      107
2020/03/21|Westminster|      110
2020/03/21|Buckinghamshire|       41
2020/03/21|Cambridgeshire|       17
2020/03/21|Cumbria|       57
2020/03/21|Derbyshire|       64
2020/03/21|Devon|       42
2020/03/21|East Sussex|        8
2020/03/21|Essex|       45
2020/03/21|Gloucestershire|       27
2020/03/21|Hampshire|      138
2020/03/21|Hertfordshire|       75
2020/03/21|Kent|       45
2020/03/21|Lancashire|       30
2020/03/21|Leicestershire|       29
2020/03/21|Lincolnshire|        9
2020/03/21|Norfolk|       24
2020/03/21|Northamptonshire|       20
2020/03/21|North Yorkshire|       16
2020/03/21|Nottinghamshire|       45
2020/03/21|Oxfordshire|       44
2020/03/21|Somerset|       12
2020/03/21|Staffordshire|       35
2020/03/21|Suffolk|       15
2020/03/21|Surrey|       65
2020/03/21|Warwickshire|       17
2020/03/21|West Sussex|       27
2020/03/21|Worcestershire|       12
