2020/03/24|London|    2,872
2020/03/24|South East|      751
2020/03/24|South West|      345
2020/03/24|East of England|      429
2020/03/24|Midlands|    1,074
2020/03/24|North East and Yorkshire|      542
2020/03/24|North West|      593
