2020/03/15|London|      407
2020/03/15|South East|      175
2020/03/15|South West|       61
2020/03/15|East of England|       71
2020/03/15|Midlands|       94
2020/03/15|North East and Yorkshire|       91
2020/03/15|North West|       76
