2020/03/13|London|      167
2020/03/13|South East|      110
2020/03/13|South West|       49
2020/03/13|East of England|       39
2020/03/13|Midlands|       59
2020/03/13|North East and Yorkshire|       49
2020/03/13|North West|       62
