2020/03/21|London|    1,965
2020/03/21|South East|      492
2020/03/21|South West|      216
2020/03/21|East of England|      221
2020/03/21|Midlands|      491
2020/03/21|North East and Yorkshire|      298
2020/03/21|North West|      312
