2020/03/19|London|    1,221
2020/03/19|South East|      340
2020/03/19|South West|      140
2020/03/19|East of England|      147
2020/03/19|Midlands|      282
2020/03/19|North East and Yorkshire|      194
2020/03/19|North West|      220
