2020/03/14|London|      313
2020/03/14|South East|      144
2020/03/14|South West|       53
2020/03/14|East of England|       43
2020/03/14|Midlands|       75
2020/03/14|North East and Yorkshire|       67
2020/03/14|North West|       69
