2020/03/20|London|    1,588
2020/03/20|South East|      410
2020/03/20|South West|      169
2020/03/20|East of England|      183
2020/03/20|Midlands|      389
2020/03/20|North East and Yorkshire|      233
2020/03/20|North West|      274
