2020/03/23|London|    2,433
2020/03/23|South East|      590
2020/03/23|South West|      278
2020/03/23|East of England|      351
2020/03/23|Midlands|      808
2020/03/23|North East and Yorkshire|      446
2020/03/23|North West|      496
