2020/03/11|London|      104
2020/03/11|South East|       60
2020/03/11|South West|       44
2020/03/11|East of England|       32
2020/03/11|Midlands|       42
2020/03/11|North East and Yorkshire|       32
2020/03/11|North West|       43
