2020/03/12|Hartlepool|        0
2020/03/12|Middlesbrough|        0
2020/03/12|Redcar and Cleveland|        0
2020/03/12|Stockton-on-Tees|        2
2020/03/12|Darlington|        0
2020/03/12|Halton|        0
2020/03/12|Warrington|        1
2020/03/12|Blackburn with Darwen|        0
2020/03/12|Blackpool|        2
2020/03/12|Kingston upon Hull, City of|        1
2020/03/12|East Riding of Yorkshire|        0
2020/03/12|North East Lincolnshire|        0
2020/03/12|North Lincolnshire|        1
2020/03/12|York|        3
2020/03/12|Derby|        1
2020/03/12|Leicester|        2
2020/03/12|Rutland|        0
2020/03/12|Nottingham|        3
2020/03/12|Herefordshire, County of|        1
2020/03/12|Telford and Wrekin|        0
2020/03/12|Stoke-on-Trent|        0
2020/03/12|Bath and North East Somerset|        0
2020/03/12|Bristol, City of|        3
2020/03/12|North Somerset|        0
2020/03/12|South Gloucestershire|        1
2020/03/12|Plymouth|        0
2020/03/12|Torbay|        7
2020/03/12|Swindon|        2
2020/03/12|Peterborough|        1
2020/03/12|Luton|        2
2020/03/12|Southend-on-Sea|        1
2020/03/12|Thurrock|        0
2020/03/12|Medway|        2
2020/03/12|Bracknell Forest|        4
2020/03/12|West Berkshire|        0
2020/03/12|Reading|        2
2020/03/12|Slough|        1
2020/03/12|Windsor and Maidenhead|        1
2020/03/12|Wokingham|        3
2020/03/12|Milton Keynes|        2
2020/03/12|Brighton and Hove|        8
2020/03/12|Portsmouth|        0
2020/03/12|Southampton|        0
2020/03/12|Isle of Wight|        1
2020/03/12|County Durham|        1
2020/03/12|Cheshire East|        0
2020/03/12|Cheshire West and Chester|        2
2020/03/12|Shropshire|        2
2020/03/12|Cornwall and Isles of Scilly|        5
2020/03/12|Wiltshire|        4
2020/03/12|Bedford|        0
2020/03/12|Central Bedfordshire|        0
2020/03/12|Northumberland|        0
2020/03/12|Bournemouth, Christchurch and Poole|        3
2020/03/12|Dorset|        0
2020/03/12|Bolton|        3
2020/03/12|Bury|        3
2020/03/12|Manchester|        7
2020/03/12|Oldham|        4
2020/03/12|Rochdale|        1
2020/03/12|Salford|        0
2020/03/12|Stockport|        0
2020/03/12|Tameside|        1
2020/03/12|Trafford|        4
2020/03/12|Wigan|        3
2020/03/12|Knowsley|        0
2020/03/12|Liverpool|        8
2020/03/12|St. Helens|        0
2020/03/12|Sefton|        1
2020/03/12|Wirral|        4
2020/03/12|Barnsley|        2
2020/03/12|Doncaster|        0
2020/03/12|Rotherham|        1
2020/03/12|Sheffield|        3
2020/03/12|Newcastle upon Tyne|        6
2020/03/12|North Tyneside|        2
2020/03/12|South Tyneside|        0
2020/03/12|Sunderland|        1
2020/03/12|Birmingham|        2
2020/03/12|Coventry|        3
2020/03/12|Dudley|        1
2020/03/12|Sandwell|        0
2020/03/12|Solihull|        0
2020/03/12|Walsall|        0
2020/03/12|Wolverhampton|        4
2020/03/12|Bradford|        3
2020/03/12|Calderdale|        2
2020/03/12|Kirklees|        1
2020/03/12|Leeds|        7
2020/03/12|Wakefield|        0
2020/03/12|Gateshead|        0
2020/03/12|Barking and Dagenham|        3
2020/03/12|Barnet|        9
2020/03/12|Bexley|        0
2020/03/12|Brent|        3
2020/03/12|Bromley|        2
2020/03/12|Camden|       11
2020/03/12|Croydon|        1
2020/03/12|Ealing|        5
2020/03/12|Enfield|        1
2020/03/12|Greenwich|        1
2020/03/12|Hackney and City of London|        4
2020/03/12|Hammersmith and Fulham|        3
2020/03/12|Haringey|        3
2020/03/12|Harrow|        1
2020/03/12|Havering|        2
2020/03/12|Hillingdon|        3
2020/03/12|Hounslow|        5
2020/03/12|Islington|        1
2020/03/12|Kensington and Chelsea|       19
2020/03/12|Kingston upon Thames|        1
2020/03/12|Lambeth|        7
2020/03/12|Lewisham|        5
2020/03/12|Merton|        2
2020/03/12|Newham|        0
2020/03/12|Redbridge|        1
2020/03/12|Richmond upon Thames|        1
2020/03/12|Southwark|       11
2020/03/12|Sutton|        5
2020/03/12|Tower Hamlets|        6
2020/03/12|Waltham Forest|        1
2020/03/12|Wandsworth|        7
2020/03/12|Westminster|       12
2020/03/12|Buckinghamshire|        4
2020/03/12|Cambridgeshire|        1
2020/03/12|Cumbria|        7
2020/03/12|Derbyshire|        4
2020/03/12|Devon|       13
2020/03/12|East Sussex|        0
2020/03/12|Essex|        6
2020/03/12|Gloucestershire|        3
2020/03/12|Hampshire|       15
2020/03/12|Hertfordshire|       18
2020/03/12|Kent|        9
2020/03/12|Lancashire|        5
2020/03/12|Leicestershire|        2
2020/03/12|Lincolnshire|        1
2020/03/12|Norfolk|        0
2020/03/12|Northamptonshire|        5
2020/03/12|North Yorkshire|        4
2020/03/12|Nottinghamshire|        6
2020/03/12|Oxfordshire|       17
2020/03/12|Somerset|        1
2020/03/12|Staffordshire|        4
2020/03/12|Suffolk|        1
2020/03/12|Surrey|       13
2020/03/12|Warwickshire|        4
2020/03/12|West Sussex|        3
2020/03/12|Worcestershire|        0
