2020/03/12|London|      136
2020/03/12|South East|       83
2020/03/12|South West|       42
2020/03/12|East of England|       32
2020/03/12|Midlands|       44
2020/03/12|North East and Yorkshire|       44
2020/03/12|North West|       53
