2020/03/09|London|       61
2020/03/09|South East|       43
2020/03/09|South West|       38
2020/03/09|East of England|       24
2020/03/09|Midlands|       31
2020/03/09|North East and Yorkshire|       22
2020/03/09|North West|       35
